,birthdate,college,draft_pos,draft_year,height,player_id,position,weight,country_fixed,name
0,1963-04-14,USC,,,5.833333333333333,coopecy01w,Guard,150.0,us,Cynthia Cooper
1,1975-02-10,USC,1.0,1997.0,6.166666666666667,thompti01w,Forward,178.0,us,Tina Thompson
2,1969-04-11,,,,5.916666666666667,arcaija01w,Guard,147.0,br,Janeth Arcain
3,1968-10-14,South Florida,,,6.083333333333333,guytowa01w,Center,178.0,us,Wanda Guyton
4,1967-01-18,SW Louisiana,,,5.416666666666667,perroki01w,Guard,130.0,us,Kim Perrot
5,1973-04-26,Tennessee,,,5.583333333333333,wooslti01w,Guard,132.0,,Tiffany Woosley
6,1962-12-03,Florida,16.0,1997.0,6.166666666666667,jacksta01w,Forward-Center,190.0,us,Tammy Jackson
7,1965-03-12,Texas,,,6.0,harrifr01w,Guard-Forward,153.0,us,Fran Harris
8,1966-03-16,Texas,32.0,1997.0,,pollica01w,Forward,,it,Catarina Pollini
9,1974-08-21,,,,,gaypi01w,Guard-Forward,,,Pietra Gay
10,1973-09-27,Penn State,20.0,1997.0,5.166666666666667,nichoti01w,Guard,146.0,,Tina Nicholson
11,1972-05-23,Colorado,,,6.416666666666667,fijalis01w,Forward-Center,200.0,fr,Isabelle Fijalkowski
12,1973-06-21,Florida,13.0,1997.0,5.833333333333333,jonesme01w,Guard,147.0,us,Merlakia Jones
13,1966-03-06,Iowa,,,5.75,edwarmi01w,Guard,150.0,,Michelle Edwards
14,1972-12-03,,4.0,1997.0,6.25,nemcoev01w,Forward,178.0,cz,Eva Nemcova
15,1959-08-12,Kansas,,,6.0,woodaly01w,Guard,160.0,us,Lynette Woodard
16,1962-06-07,Louisiana Tech,,,6.25,braxtja01w,Forward,178.0,us,Janice Braxton
17,1973-12-20,Virginia As NBA,,,5.666666666666667,bouceje01w,Guard,130.0,us,Jenny Boucek
18,1974-02-05,Ohio State,,,5.833333333333333,johnsad01w,Guard,154.0,,Adrienne Johnson
19,1972-05-05,Furman,,,6.166666666666667,brownru01w,Forward,175.0,us,Rushia Brown
20,1973-10-06,Connecticut,,,6.333333333333333,lobore01w,Center,185.0,us,Rebecca Lobo
21,1965-12-08,Louisiana Tech,,,5.666666666666667,weathte01w,Guard,161.0,us,Teresa Weatherspoon
22,1969-07-06,Florida,11.0,1997.0,5.833333333333333,witheso01w,Guard,145.0,us,Sophia Witherspoon
23,1972-04-15,Louisiana Tech,,,5.75,johnsvi01w,Guard-Forward,150.0,us,Vickie Johnson
24,1962-11-03,Arizona State,,,6.166666666666667,hamptky01w,Center,210.0,us,Kym Hampton
25,1975-04-04,Georgia Tech,27.0,1997.0,5.833333333333333,fordki01w,Guard-Forward,153.0,,Kisha Ford
26,1965-08-04,NC State,22.0,1997.0,6.166666666666667,tricetr01w,Forward-Center,180.0,,Trena Trice
27,1972-10-29,Vanderbilt,,,5.583333333333333,bladerh01w,Guard,138.0,us,Rhonda Blades
28,1966-11-26,Rutgers,6.0,1997.0,6.25,wickssu01w,Forward,174.0,,Sue Wicks
29,1972-07-07,USC,,,6.416666666666667,leslili01w,Center,170.0,us,Lisa Leslie
30,1966-03-24,Long Beach State,,,5.666666666666667,tolerpe01w,Guard,132.0,,Penny Toler
31,1975-10-16,Stanford,3.0,1997.0,5.5,widemja01w,Guard,135.0,,Jamila Wideman
32,1975-12-14,Kansas,14.0,1997.0,5.75,dixonta01w,Guard,148.0,,Tamecka Dixon
33,1968-11-22,Tennessee,,,6.25,charlda01w,Forward-Center,225.0,us,Daedra Charles
34,1971-03-17,Maryland,19.0,1997.0,5.833333333333333,colleka01w,Forward,145.0,us,Katrina Colleton
35,1976-07-27,,,,5.916666666666667,mabikmw01w,Guard,165.0,cd,Mwadi Mabika
36,1967-03-07,,,,6.666666666666667,zhengha01w,Center,254.0,cn,Haixia Zheng
37,1969-07-27,Alabama,,,6.083333333333333,burgeli01w,Forward,173.0,us,Linda Burgess
38,1971-10-10,Lamar,30.0,1997.0,,ganttr01w,Center,,,Travesa Gant
39,1969-10-20,Auburn,18.0,1997.0,5.5,tremich01w,Guard,142.0,us,Chantel Tremitiere
40,1967-05-27,Auburn,,,5.75,boltoru01w,Guard,150.0,us,Ruthie Bolton
41,1967-04-27,Tennessee,,,6.0,gordobr01w,Forward,172.0,us,Bridgette Gordon
42,1968-03-17,Hawaii,,,,mosleju01w,Forward,,,Judy Mosley-McAfee
43,1962-12-01,USC,2.0,1997.0,6.25,mcgeepa01w,Forward-Center,180.0,us,Pamela McGee
44,1970-04-27,,,,5.75,hagiwmi01w,Guard,160.0,jp,Mikiko Hagiwara
45,1975-09-27,George Washington,31.0,1997.0,6.166666666666667,abrahta01w,Center,190.0,vi,Tajama Abraham
46,1973-12-05,Purdue,,,6.0,yasenco01w,Guard,160.0,us,Corissa Yasen
47,1975-09-16,Howard,15.0,1997.0,6.25,gravede01w,Center,212.0,,Denique Graves
48,1973-08-12,DePaul,,,5.916666666666667,byearla01w,Guard-Forward,206.0,us,Latasha Byears
49,1970-04-02,Virginia,5.0,1997.0,5.5,reissta01w,Guard,129.0,,Tammi Reiss
50,1974-08-12,Virginia,,,6.166666666666667,palmewe01w,Forward,165.0,us,Wendy Palmer
51,1970-09-12,Georgia,,,5.833333333333333,groomla01w,Forward,160.0,us,Lady Grooms
52,1965-04-10,Vanderbilt,,,6.083333333333333,bookeka01w,Center,170.0,us,Karen Booker
53,1972-01-03,Georgia,,,6.083333333333333,cartede01w,Guard-Forward,185.0,,Deborah Carter
54,1972-01-28,,,,6.416666666666667,baranel01w,Forward,182.0,kg,Elena Baranova
55,1970-08-16,Tennessee,,,5.833333333333333,headde01w,Guard,175.0,,Dena Head
56,1974-10-14,DePaul,28.0,1997.0,5.5,williki01w,Guard,136.0,,Kim Williams
57,1971-12-02,Maryland,12.0,1997.0,6.333333333333333,hicksje01w,Center-Forward,188.0,,Jessie Hicks
58,1967-11-25,NC State,,,5.833333333333333,stinsan01w,Guard,158.0,,Andrea Stinson
59,1974-11-23,Virginia,7.0,1997.0,5.583333333333333,suberto01w,Guard,137.0,,Tora Suber
60,1967-10-04,Maryland,,,6.25,bullevi01w,Forward,185.0,us,Vicky Bullett
61,1969-10-13,NC State,,,6.166666666666667,mapprh01w,Center,190.0,,Rhonda Mapp
62,1972-09-23,Louisiana Tech,23.0,1997.0,,willide01w,Guard,,,Debra Williams
63,1969-01-25,,,,,moorepe01w,Forward,,,Penny Moore
64,1969-03-20,NC State,10.0,1997.0,6.25,mannish01w,Forward-Center,186.0,,Sharon Manning
65,1970-06-03,Mercer,26.0,1997.0,6.166666666666667,congran01w,Forward-Center,183.0,gb,Andrea Congreaves
66,1968-11-18,,,,6.083333333333333,vukadmi01w,Guard,150.0,,Milica Vukadinovic
67,1973-07-08,Northeastern,,,6.083333333333333,artiska01w,Forward,155.0,,Katasha Artis
68,1965-06-28,,,,5.583333333333333,timmsmi01w,Guard,132.0,au,Michele Timms
69,1971-10-16,Iowa,8.0,1997.0,6.083333333333333,fosteto01w,Forward-Center,175.0,,Toni Foster
70,1971-01-01,Florida,,,5.75,pettibr01w,Guard,150.0,us,Bridget Pettis
71,1964-06-13,Mississippi,,,6.25,gilloje01w,Forward-Center,180.0,us,Jennifer Gillom
72,1972-04-21,Iowa,9.0,1997.0,6.0,jacksti01w,Forward,148.0,,Tia Jackson
73,1975-06-26,NC State,24.0,1997.0,5.833333333333333,webbum01w,Guard-Forward,162.0,,Umeki Webb
74,1958-07-01,Old Dominion,,,5.833333333333333,liebena01w,Guard,150.0,us,Nancy Lieberman
75,1970-07-08,,,,6.416666666666667,askamma01w,Center,198.0,de,Marlies Askamp
76,1970-12-21,Arizona State,25.0,1997.0,,ambermo01w,Forward,,,Monique Ambers
77,1974-07-23,Auburn,,,5.916666666666667,willita01w,Guard,170.0,,Tara Williams
78,1960-12-06,,,,,perazja01w,Guard-Forward,,rs,Jasmina Perazic-Gipe
79,1972-04-11,Wake Forest,,,5.25,levesni01w,Guard,115.0,,Nicole Levesque
80,1971-11-12,Virginia,,,6.416666666666667,burgehe01w,Forward-Center,185.0,us,Heidi Burge
81,1975-08-12,Colorado,21.0,1997.0,6.25,scottra01w,Forward-Center,169.0,,Raegan Scott
82,1974-04-07,New Mexico State,29.0,1997.0,,maxwean01w,Forward,,,Anita Maxwell
83,1974-07-01,Mississippi,,,6.0,mooreyo01w,Forward-Center,175.0,us,Yolanda Moore
84,1975-04-12,,,,,alberma01w,Guard,,us,Marcie Alberts
85,1975-08-25,,,,,tutermo01w,Guard,,,Molly Tuter
86,1963-10-14,,,,,angelyv01w,Guard,,,Yvette Angel
87,1974-03-18,Washington,,,5.666666666666667,savasla01w,Guard,135.0,fr,Laure Savasta
88,1974-06-12,Montana,,,6.083333333333333,kossgr01w,Forward,145.0,,Greta Koss
89,1971-08-11,,,,,becenry01w,Guard,,us,Ryneldi Becenti
90,1974-06-21,Mars Hill,,,6.166666666666667,hopsosu01w,Forward,175.0,,Susie Hopson-Shelton
91,1971-01-01,,,,,clarkma01w,Forward-Center,,,Margold Clark
92,1975-03-07,Texas,,,5.833333333333333,viglida01w,Guard,157.0,,Danielle Viglione
93,1975-09-18,,,,,compame01w,Guard,,nz,Megan Compain
94,1971-03-25,Texas Tech,,,6.0,swoopsh01w,Forward-Guard,145.0,us,Sheryl Swoopes
95,1962-10-29,Alabama,,,5.916666666666667,crumpca01w,Guard,175.0,,Cassandra Crumpton-Moorer
96,1970-12-29,,,,,gessiki01w,Forward,,,Kim Gessig
97,1971-12-17,Tennessee,,,5.916666666666667,mccrani01w,Guard,158.0,us,Nikki McCray
98,1973-12-02,,,,6.416666666666667,santoal01w,Center,181.0,br,Alessandra Santos de Oliveira
99,1976-01-14,Connecticut,13.0,1998.0,5.5,williri01w,Guard,135.0,,Rita Williams
100,1975-09-18,Florida,3.0,1998.0,6.166666666666667,pagemu01w,Forward,160.0,us,Murriel Page
101,1969-04-24,,,,,shulead01w,Guard,,,Adrienne Shuler
102,1974-12-21,George Mason,,,5.75,chacoke01w,Guard,151.0,,Keri Chaconas
103,1974-11-22,,,,,sobrale01w,Forward,,br,Leila Sobral
104,1976-11-01,North Carolina,7.0,1998.0,5.916666666666667,reidtr01w,Forward,150.0,,Tracy Reid
105,1975-08-14,Arkansas,17.0,1998.0,5.583333333333333,smithch01w,Guard,141.0,,Christy Smith
106,1976-03-09,Maryland,37.0,1998.0,5.75,chaseso01w,Guard,150.0,us,Sonia Chase
107,1975-11-06,Michigan,27.0,1998.0,6.25,johnspo01w,Center,165.0,,Pollyanna Johns Kimbrough
108,1969-03-22,Florida State,,,6.083333333333333,paschti01w,Forward,165.0,,Tia Paschal
109,1971-07-17,Florida International,29.0,1998.0,,branzal01w,Forward,,bg,Albena Branzova
110,1971-01-17,Notre Dame,,,5.5,washico01w,Guard,138.0,,Coquese Washington
111,1976-06-30,Texas Tech,9.0,1998.0,6.083333333333333,thompal01w,Forward,180.0,us,Alicia Thompson
112,1966-07-29,Penn State,16.0,1998.0,,mcconsu01w,Guard,,us,Suzie McConnell Serio
113,1975-12-23,Maine,6.0,1998.0,5.75,blodgci01w,Guard,130.0,us,Cindy Blodgett
114,1972-07-19,,,,5.583333333333333,beviltu01w,Guard,145.0,au,Tully Bevilaqua
115,1973-02-08,,,,6.083333333333333,brogami01w,Forward,177.0,au,Michelle Brogan
116,1977-02-17,Southern Mississippi,28.0,1998.0,6.083333333333333,reedbr01w,Forward,168.0,,Brandy Reed
117,1971-07-16,,18.0,1998.0,6.0,kukloan01w,Guard-Forward,150.0,,Andrea Kuklova
118,1975-03-04,,,,5.333333333333333,harrokr01w,Guard,139.0,au,Kristi Harrower
119,1979-01-23,,8.0,1998.0,6.666666666666667,stepama01w,Center,187.0,ru,Maria Stepanova
120,1974-09-18,Old Dominion,2.0,1998.0,5.916666666666667,penicti01w,Guard,146.0,pt,Ticha Penicheiro
121,1977-04-01,Iowa,12.0,1998.0,6.25,smithta01w,Center,158.0,us,Tangela Smith
122,1968-04-28,Iowa,,,5.75,pricefr01w,Guard,178.0,,Franthea Price
123,1977-02-03,Arizona,32.0,1998.0,5.916666666666667,barnead01w,Forward,165.0,us,Adia Barnes
124,1975-12-27,Tennessee,,,6.333333333333333,johnsti01w,Center,240.0,,Tiffani Johnson
125,1976-09-26,Indiana,22.0,1998.0,6.416666666666667,barnequ01w,Center,185.0,us,Quacy Barnes
126,1976-02-11,Harvard,5.0,1998.0,5.916666666666667,feastal01w,Forward,168.0,,Allison Feaster
127,1976-04-18,Miami (Fla.),15.0,1998.0,6.083333333333333,blueoc01w,Forward,163.0,us,Octavia Blue
128,1975-04-25,UC Santa Barbara,,,5.583333333333333,alexaer01w,Guard,140.0,us,Erin Alexander
129,1968-04-14,UCLA,,,6.25,vanemal01w,Forward-Center,175.0,sr,Sandra Van Embricqs
130,1974-04-28,,1.0,1998.0,7.166666666666667,dydekma01w,Center,223.0,pl,Margo Dydek
131,1975-08-17,Memphis,21.0,1998.0,6.083333333333333,johnsla01w,Forward,150.0,,LaTonya Johnson
132,1976-05-05,Stanford,11.0,1998.0,6.166666666666667,scottol01w,Center,175.0,,Olympia Scott
133,1975-10-31,,,,6.083333333333333,boydca01w,Forward,172.0,au,Carla Boyd
134,1967-04-15,,,,6.666666666666667,brcanra01w,Center,198.0,rs,Razija Brcaninovic
135,1975-03-29,Duquesne,4.0,1998.0,5.75,hledeko01w,Guard,155.0,,Korie Hlede
136,1965-03-16,Long Beach State,,,6.166666666666667,brownci01w,Forward,183.0,us,Cindy Brown
137,1968-08-20,,34.0,1998.0,5.583333333333333,brondsa01w,Guard,136.0,au,Sandy Brondello
138,1968-05-26,,14.0,1998.0,6.083333333333333,spornra01w,Forward,175.0,au,Rachael Sporn
139,1970-11-30,Emporia State,,,6.0,kausaan01w,Forward,155.0,,Aneta Kausaite
140,1976-07-25,Florida International,24.0,1998.0,6.333333333333333,branzge01w,Forward,178.0,bg,Gergana Branzova
141,1964-10-11,USC,40.0,1998.0,6.416666666666667,lambmo01w,Center,206.0,us,Monica Lamb
142,1976-08-18,,30.0,1998.0,6.083333333333333,valdeam01w,Forward,,es,Amaya Valdemoro
143,1976-03-10,Old Dominion,20.0,1998.0,6.25,roberny01w,Center,209.0,,Nyree Roberts
144,1973-02-26,Boise State,31.0,1998.0,5.333333333333333,badertr01w,Guard,125.0,us,Tricia Bader Binford
145,1968-04-27,UNLV,,,6.25,jordapa01w,Forward-Center,205.0,,Pauline Jordan
146,1976-06-16,DePaul,,,6.0,udokamf01w,Forward,187.0,us,Mfon Udoka
147,1972-11-10,Oregon State,26.0,1998.0,6.166666666666667,kostita01w,Forward,163.0,,Tanja Kostic
148,1971-02-07,,,,6.416666666666667,cebriel01w,Center,190.0,es,Elisabeth Cebrian
149,1972-12-01,Louisiana Tech,,,6.25,brownla01w,Center,180.0,,La'Shawn Brown
150,1968-01-13,,,,,bouchke01w,Forward,,ca,Kelly Boucher
151,1969-12-28,UCLA,25.0,1998.0,,stephre01w,Guard,,,Rehema Stephens
152,1968-12-06,Cal State Fullerton,,,6.25,rycraeu01w,Center,175.0,,Eugenia Rycraw
153,1973-05-24,Western Kentucky,,,5.833333333333333,reedmi01w,Guard-Forward,165.0,,Michelle Reed
154,1976-03-30,Texas,33.0,1998.0,,jacksan01w,Center,,,Angela Jackson
155,1976-09-30,Iowa,,,5.833333333333333,hamblan01w,Guard-Forward,170.0,,Angie Hamblin
156,1975-09-28,Iowa,19.0,1998.0,5.583333333333333,domonna01w,Guard,148.0,,Nadine Domond
157,1970-12-18,Houston,,,6.333333333333333,grahama01w,Center,235.0,,Margo Graham
158,1975-01-12,Western Kentucky,,,6.166666666666667,johnsle01w,Forward,220.0,,Leslie Johnson
159,1970-03-01,Florida Atlantic,2.0,1999.0,6.333333333333333,griffyo01w,Center-Forward,175.0,us,Yolanda Griffith
160,1974-11-02,Georgia,14.0,1999.0,5.666666666666667,hollake01w,Guard,129.0,,Kedra Holland-Corn
161,1975-07-30,Stanford,26.0,1999.0,6.083333333333333,starbka01w,Forward-Guard,153.0,,Kate Starbird
162,1971-11-12,Virginia,,,6.416666666666667,burgehe02w,Center,195.0,us,Heather Burge
163,1977-03-31,Purdue,28.0,1999.0,5.75,figgsuk01w,Guard,142.0,us,Ukari Figgs
164,1974-09-11,Florida,4.0,1999.0,6.083333333333333,miltode01w,Forward,185.0,us,DeLisha Milton-Jones
165,1976-10-04,Old Dominion,16.0,1999.0,6.416666666666667,machacl01w,Center-Forward,180.0,,Clarisse Machanguana
166,1975-06-12,Georgia,40.0,1999.0,6.25,frettla01w,Forward,170.0,,La'Keshia Frett
167,1972-08-20,,,,5.916666666666667,grubigo01w,Guard,165.0,rs,Gordana Grubin
168,1976-05-03,NC State,11.0,1999.0,6.25,melvich01w,Center-Forward,185.0,,Chasity Melvin
169,1975-12-31,Old Dominion,23.0,1999.0,6.0,andrame01w,Forward,169.0,,Mery Andrade
170,1974-12-31,Georgia,35.0,1999.0,6.25,hendetr01w,Center,200.0,,Tracy Henderson
171,1975-06-23,Louisiana Tech,,,6.25,burraal01w,Center,218.0,us,Alisa Burras
172,1975-03-13,Stanford,39.0,1998.0,6.083333333333333,nygaava01w,Forward,175.0,us,Vanessa Nygaard
173,1977-05-03,Tennessee,47.0,1999.0,,jollyke01w,Guard,,,Kellie Jolly Harper
174,1975-01-21,,,,,howarje01w,Guard,,,Jennifer Howard
175,1974-01-22,SE Oklahoma State,6.0,1999.0,5.916666666666667,robincr01w,Forward,155.0,,Crystal Robinson
176,1977-06-05,Memphis,30.0,1999.0,6.166666666666667,whitmta01w,Forward,215.0,us,Tamika Whitmore
177,1977-03-11,Colorado State As NBA,,,5.5,hammobe01w,Guard,136.0,us,Becky Hammon
178,1977-05-10,Duke,18.0,1999.0,6.5,vangomi01w,Center,187.0,,Michele Van Gorp
179,1969-10-04,Stanford,24.0,1999.0,5.583333333333333,henniso01w,Guard,143.0,,Sonja Henning
180,1968-04-30,,10.0,1998.0,6.333333333333333,tzekopo01w,Center,189.0,bg,Polina Tzekova
181,1970-10-20,St. Edward's,32.0,1999.0,6.166666666666667,mcwilta01w,Forward-Center,195.0,,Taj McWilliams-Franklin
182,1974-08-18,South Carolina,,,5.583333333333333,johnssh01w,Guard,152.0,us,Shannon Johnson
183,1976-05-10,Connecticut,,,6.0,salesny01w,Forward-Guard,184.0,us,Nykesha Sales
184,1974-05-05,Vanderbilt,20.0,1999.0,6.0,samsh01w,Guard-Forward,160.0,,Sheri Sam
185,1970-03-06,Central Florida,8.0,1999.0,6.166666666666667,phillta01w,Forward-Center,200.0,,Tari Phillips
186,1970-05-04,Virginia,9.0,1999.0,5.5,staleda01w,Guard,134.0,us,Dawn Staley
187,1973-08-23,North Carolina,33.0,1999.0,6.0,smithch02w,Forward,148.0,,Charlotte Smith
188,1977-06-20,Purdue,21.0,1999.0,,mccarst01w,Guard-Forward,,,Stephanie White
189,1976-09-18,Texas Tech,45.0,1999.0,6.166666666666667,brazian01w,Forward,169.0,,Angie Braziel
190,1973-02-07,Alabama,,,5.75,johnsni01w,Guard,146.0,,Niesa Johnson
191,1972-06-27,Montana State,,,6.333333333333333,bauerca01w,Center,180.0,,Cass Bauer-Bilodeau
192,1977-09-09,Tennessee,1.0,1999.0,6.166666666666667,holdsch01w,Forward,172.0,us,Chamique Holdsclaw
193,1974-12-03,Alabama,13.0,1999.0,6.083333333333333,enissh01w,Forward-Center,185.0,,Shalonda Enis
194,1971-11-16,Florida International,25.0,1999.0,5.583333333333333,nagyan01w,Guard,147.0,hu,Andrea Nagy
195,1973-09-15,North Carolina-Charlotte,,,,aldrima01w,Guard,,us,Markita Aldridge
196,1976-12-21,Louisiana Tech,,,5.75,maxwemo01w,Forward,162.0,,Monica Maxwell
197,1972-05-18,,,,6.333333333333333,bjedoni01w,Center,190.0,,Nina Bjedov
198,1973-09-05,,37.0,1999.0,,whittje01w,Center,,au,Jennifer Whittle
199,1974-05-15,Connecticut,48.0,1999.0,5.5,rizzoje01w,Guard,146.0,,Jennifer Rizzotti
200,1975-08-15,Connecticut,36.0,1999.0,6.583333333333333,wolteka01w,Center,227.0,us,Kara Wolters
201,1972-04-09,Stanford,17.0,1999.0,6.166666666666667,whitiva01w,Center-Forward,199.0,,Val Whiting-Raymond
202,1968-08-31,Stanford,5.0,1999.0,5.666666666666667,azzije01w,Guard,143.0,us,Jennifer Azzi
203,1975-02-17,,,,5.666666666666667,nevescl01w,Guard,136.0,br,Claudia Neves
204,1965-05-27,,,,6.083333333333333,torniel01w,Forward,160.0,uz,Elena Tornikidou
205,1973-11-05,Southern Nazarene,41.0,1999.0,6.25,ndiayas01w,Forward,182.0,sn,Astou Ndiaye-Diatta
206,1971-09-07,Arkansas State,43.0,1999.0,5.5,tateso01w,Guard,157.0,,Sonja Tate
207,1968-03-13,Tennessee,7.0,1999.0,5.833333333333333,edwarto01w,Guard,160.0,,Tonya Edwards
208,1974-06-12,Penn State,49.0,1999.0,6.083333333333333,potthan01w,Forward,191.0,,Angie Potthoff
209,1965-09-25,Texas,31.0,1999.0,6.166666666666667,lloydan01w,Forward,175.0,us,Andrea Lloyd Curry
210,1972-07-23,,19.0,1999.0,6.25,fallotr01w,Guard-Forward,165.0,au,Trisha Fallon
211,1969-03-10,,,,5.583333333333333,burgean01w,Guard,141.0,pg,Annie Burgess
212,1975-12-19,Stanford,,,6.166666666666667,folklkr01w,Forward,190.0,,Kristin Folkl
213,1975-05-02,Stanford,,,5.833333333333333,smithch03w,Guard,145.0,,Charmin Smith
214,1968-11-26,Texas,10.0,1999.0,5.666666666666667,campbed01w,Guard,152.0,,Edna Campbell
215,1967-06-04,Texas,22.0,1999.0,,daviscl01w,Forward,,us,Clarissa Davis-Wrightsil
216,1971-01-02,Tennessee,34.0,1999.0,6.083333333333333,harrili01w,Forward,164.0,us,Lisa Harrison
217,1969-04-28,,,,,langeme01w,Forward-Center,,ca,MerleLynn Lange-Harris
218,1968-03-06,Tennessee,44.0,1999.0,6.083333333333333,mcgheca01w,Forward,173.0,us,Carla McGhee
219,1966-10-19,Old Dominion,27.0,1999.0,6.0,goodsad01w,Forward,165.0,us,Adrienne Goodson
220,1966-07-29,St. Joseph's (PA),15.0,1999.0,5.25,blackde01w,Guard,124.0,,Debbie Black
221,1970-11-30,UCLA,3.0,1999.0,6.166666666666667,willina01w,Center,210.0,us,Natalie Williams
222,1976-03-13,Florida International,39.0,1999.0,5.833333333333333,ivanyda01w,Guard,135.0,,Dalma Ivanyi
223,1969-09-30,,,,5.666666666666667,larakr01w,Guard,130.0,pl,Krystyna Lara
224,1974-02-20,USC,,,6.416666666666667,campbmi01w,Center,170.0,,Michelle Campbell
225,1974-06-04,Ohio State,,,5.916666666666667,smithka01w,Guard,175.0,us,Katie Smith
226,1967-02-09,Louisiana Tech,,,6.25,lacyve01w,Center,234.0,us,Venus Lacy
227,1977-02-06,Louisiana Tech,46.0,1999.0,5.916666666666667,wilsoam01w,Forward,176.0,,Amanda Wilson
228,1977-03-02,Alabama,29.0,1999.0,5.75,cantydo01w,Guard,166.0,us,Dominique Canty
229,1961-05-14,Kentucky,,,6.083333333333333,stillva01w,Forward,155.0,,Valerie Still
230,1977-06-03,Virginia,,,6.0,brownle01w,Forward,165.0,,Lesley Brown
231,1975-08-09,Louisiana State,50.0,1999.0,5.666666666666667,powelel01w,Guard,150.0,us,Elaine Powell
232,1971-04-07,,,,6.25,nikolmi01w,Forward,185.0,,Mila Nikolich
233,1976-05-06,Stanford,,,6.416666666666667,owenhe01w,Forward-Center,212.0,,Heather Owen
234,1973-02-28,Kansas,,,6.166666666666667,aycocan01w,Guard,161.0,us,Angela Aycock
235,1977-07-03,,,,,mahonsh01w,Forward,,,Shea Mahoney
236,1979-08-23,,45.0,2000.0,5.583333333333333,bibbyje01w,Guard,139.0,,Jessica Bibby
237,1972-02-11,,,,6.25,ferrama01w,Forward,190.0,es,Marina Ferragut
238,1976-11-07,Maryland,,,5.75,gibsoke01w,Forward-Guard,137.0,,Kelley Gibson
239,1976-03-06,Stanford,12.0,2000.0,,mulitna01w,Center,,us,Naomi Mulitauaopele
240,1975-08-13,Notre Dame,,,6.25,gaithka01w,Center,170.0,,Katryna Gaither
241,1972-03-22,USC,63.0,2000.0,5.666666666666667,mccrini01w,Guard,125.0,,Nicky McCrimmon
242,1975-01-13,,,,6.083333333333333,grginve01w,Forward,160.0,,Vedrana Grgin-Fonseca
243,1977-12-08,Connecticut,31.0,2000.0,6.416666666666667,sauerpa01w,Center,200.0,,Paige Sauer
244,1969-10-03,Texas,,,6.083333333333333,hallvi01w,Forward,180.0,,Vicki Hall
245,1978-08-29,Penn State,17.0,2000.0,5.5,darlihe01w,Guard,164.0,us,Helen Darling
246,1980-10-12,,1.0,2000.0,6.333333333333333,wautean01w,Center,193.0,be,Ann Wauters
247,1978-04-20,Texas Tech,24.0,2000.0,5.916666666666667,dickeke01w,Forward,165.0,,Keitha Dickerson
248,1978-06-06,Rice,22.0,2000.0,5.666666666666667,brumfma01w,Guard,133.0,,Marla Brumfield
249,1976-12-04,Louisiana Tech,6.0,2000.0,5.666666666666667,lennobe01w,Guard,143.0,us,Betty Lennox
250,1978-06-26,Tulane,5.0,2000.0,5.666666666666667,daleygr01w,Guard,147.0,us,Grace Daley
